charge_date,vendor,amount,currency,invoice_no,subject,messageId,threadId,threadUrl,source,notes
2025-10-04,Il Gusto,22.56,EUR,,Delivery from Bolt Food,199ae484dc3a82ea,199ae484dc3a82ea,https://mail.google.com/mail/u/0/#inbox/199ae484dc3a82ea,cy-food@bolt.eu,Parsed total from email body
2025-10-04,Bolt,13,EUR,,Your Bolt ride on Saturday,199af879819725ac,199af879819725ac,https://mail.google.com/mail/u/0/#inbox/199af879819725ac,receipts-cyprus@bolt.eu,Total charged 13.00€ parsed from email body
2025-10-04,RideNow,3.32,EUR,2711912,Report on your trip RideNow,199afd19b298f94d,199afd19b298f94d,https://mail.google.com/mail/u/0/#inbox/199afd19b298f94d,info@ridenow.tech,Parsed 'Total charged to card' from email
2025-10-05,Makai Poke Bowls,13.36,EUR,,Delivery from Bolt Food,199b40aac494b8af,199b40aac494b8af,https://mail.google.com/mail/u/0/#inbox/199b40aac494b8af,cy-food@bolt.eu,Total charged parsed from email; no invoice number
2025-10-05,Papa John's,31,EUR,,Delivery from Bolt Food,199b5410bc82fef8,199b40aac494b8af,https://mail.google.com/mail/u/0/#inbox/199b40aac494b8af,cy-food@bolt.eu,Total charged parsed from email.
2025-10-06,Bolt,64.5,EUR,,Your Bolt ride on Monday,199b9a5125d2be9e,199b9a5125d2be9e,https://mail.google.com/mail/u/0/#inbox/199b9a5125d2be9e,receipts-cyprus@bolt.eu,Parsed total from email body (Total charged). Apple Pay. No invoice number found.
2025-10-06,Bolt,8.42,EUR,LV1325-1299093,Your Bolt Drive ride with VW T-Cross on Monday,199bb2241c6628aa,199bb2241c6628aa,https://mail.google.com/mail/u/0/#inbox/199bb2241c6628aa,receipts@bolt.eu,Total charged found in email
2025-10-08,flowkey,149.99,EUR,,Your Subscription is Confirmed,199c4b4571d7d8a6,199c4b4571d7d8a6,https://mail.google.com/mail/u/0/#inbox/199c4b4571d7d8a6,email.apple.com,Subscription confirmed; renewal price captured; no invoice number.
0925-65-69,,9.2,EUR,Nr.,"SIA ""Mārupes komunālie pakalpojumi"" rēķins par 2025.g. septembri",199cedf0c4d68a3e,199cedf0c4d68a3e,https://mail.google.com/mail/u/0/#inbox/199cedf0c4d68a3e,horizon@lv.visma.com,Parsed from PDF OCR
2025-10-13,Amazon,67.57,EUR,303-8434597-9216359,Dispatched: ‘Principles : Life and Work’ and 2 more items,199de16918ca2b59,199de16918ca2b59,https://mail.google.com/mail/u/0/#inbox/199de16918ca2b59,versandbestaetigung@amazon.de,Dispatched order — Order #303-8434597-9216359
2025-10-14,OpenAI,6.47,USD,,Your OpenAI API account has been funded,199e1c5f3b6ba7bd,199e1c5f3b6ba7bd,https://mail.google.com/mail/u/0/#inbox/199e1c5f3b6ba7bd,noreply@tm.openai.com,Funding charge parsed from email
2025-10-15,Bolt,1.2,EUR,LV1225-3142582,Your Bolt Scooter ride on Wednesday,199e85e822a608d1,199e85e822a608d1,https://mail.google.com/mail/u/0/#inbox/199e85e822a608d1,receipts@bolt.eu,Total charged parsed from email
2025-10-15,Bolt,8.74,EUR,LV1325-1348094,Your Bolt Drive ride with Audi Q2 on Wednesday,199e896e18713aa2,199e896e18713aa2,https://mail.google.com/mail/u/0/#inbox/199e896e18713aa2,receipts@bolt.eu,"Total charged 8,74 €; PDF invoice available."
2025-10-17,Bolt,9.6,EUR,LV1325-1356206,Your Bolt Drive ride with VW Tiguan on Friday,199f0e0b60f1f529,199f0e0b60f1f529,https://mail.google.com/mail/u/0/#inbox/199f0e0b60f1f529,receipts@bolt.eu,Total charged found in email; PDF invoice link present
2025-10-17,CityBee,3.03,EUR,5532150,"CityBee trip on 2025 October 17, 5532150",199f3313f6c13c5b,199f3313f6c13c5b,https://mail.google.com/mail/u/0/#inbox/199f3313f6c13c5b,info@citybee.lv,Total 3.03 EUR parsed from email
2025-10-25,Piano Academy,107.99,EUR,,Your Subscription is Confirmed,199f73562e8e43ee,199f73562e8e43ee,https://mail.google.com/mail/u/0/#inbox/199f73562e8e43ee,email.apple.com,Subscription confirmed — renewal price €107.99/year; trial free 1 week
2025-10-23,n8n,29.04,EUR,74546241-146560970,Your Cloud Starter Subscription will renew soon,199f9f512547cfa4,199f9f512547cfa4,https://mail.google.com/mail/u/0/#inbox/199f9f512547cfa4,help@paddle.com,pre-billing subscription renewal; card ending 9385
2025-10-21,CityBee,2.99,EUR,,"CityBee trip on 2025 October 21, 5541013",19a057edcd7c616d,19a057edcd7c616d,https://mail.google.com/mail/u/0/#inbox/19a057edcd7c616d,info@citybee.lv,Parsed total from email body (label: Total)
2025-10-22,Apple,34.99,EUR,786038812768,Your invoice from Apple.,19a0ca543572f214,19a0ca543572f214,https://mail.google.com/mail/u/0/#inbox/19a0ca543572f214,no_reply@email.apple.com,App Store subscription renewal receipt
2025-10-22,Apple,9.99,EUR,670038785385,Your invoice from Apple.,19a0cc724c1a2e48,19a0ca543572f214,https://mail.google.com/mail/u/0/#inbox/19a0ca543572f214,no_reply@email.apple.com,App Store — Google One subscription
2025-10-22,OpenAI,5.91,USD,,Your OpenAI API account has been funded,19a0ce1c12b25e6b,19a0ce1c12b25e6b,https://mail.google.com/mail/u/0/#inbox/19a0ce1c12b25e6b,noreply@tm.openai.com,Charged $5.91 to card ending 2308 to fund API balance
2025-10-23,n8n,29.04,EUR,74546241-146560970,Your Cloud Starter Subscription will renew soon,19a0e8e8d751c7c2,19a0e8e8d751c7c2,https://mail.google.com/mail/u/0/#inbox/19a0e8e8d751c7c2,help@paddle.com,pre-billing renewal — auto-charge scheduled
2025-10-23,n8n,29.04,EUR,74546241-148825753,Your n8n receipt,19a0f72d929fc6ca,19a0f72d929fc6ca,https://mail.google.com/mail/u/0/#inbox/19a0f72d929fc6ca,help@paddle.com,Subscription receipt — Amount Paid €29.04
2025-10-24,Apple,-34.99,EUR,704039847915,Your invoice from Apple.,19a17c5d17876dec,19a17c5d17876dec,https://mail.google.com/mail/u/0/#inbox/19a17c5d17876dec,email.apple.com,Credit note (refund) - FamiLami subscription cancelled
2025-10-30,Apple,3.99,EUR,,Your Subscription is Expiring,19a1b789e6b174e8,19a1b789e6b174e8,https://mail.google.com/mail/u/0/#inbox/19a1b789e6b174e8,no_reply@email.apple.com,Subscription expiring; €3.99/month
2025-10-25,Apple,28.49,EUR,,Your Subscription is Confirmed,19a1c3a7b4d591cc,19a1c3a7b4d591cc,https://mail.google.com/mail/u/0/#inbox/19a1c3a7b4d591cc,no_reply@email.apple.com,Subscription confirmation — renewal price €28.49/month
2025-10-25,Apple,28.49,EUR,856040447722,Your invoice from Apple.,19a1d5b76094fbd2,19a1d5b76094fbd2,https://mail.google.com/mail/u/0/#inbox/19a1d5b76094fbd2,email.apple.com,Subscription renewal receipt; VAT 21%
2025-10-26,Apple,2.99,EUR,770040752125,Your invoice from Apple.,19a222b4cbf5e854,19a222b4cbf5e854,https://mail.google.com/mail/u/0/#inbox/19a222b4cbf5e854,no_reply@email.apple.com,iCloud+ 200 GB (Monthly) renewal receipt. VAT 21%.
2025-10-29,Bolt,9.03,EUR,LV1325-1422468,Your Bolt Drive ride with Toyota Corolla Touring on Wednesday,19a309b7439ee9bf,19a309b7439ee9bf,https://mail.google.com/mail/u/0/#inbox/19a309b7439ee9bf,receipts@bolt.eu,"Total parsed from email (Total charged 9,03 €)"
2025-10-31,Bolt,10.12,EUR,LV1325-1430651,Your Bolt Drive ride with VW T-Cross on Friday,19a391a939eb3a69,19a391a939eb3a69,https://mail.google.com/mail/u/0/#inbox/19a391a939eb3a69,receipts@bolt.eu,Total charged parsed from email; invoice link present
2025-10-31,Bolt,2.55,EUR,LV1325-1434541,Your Bolt Drive ride with Peugeot 2008 on Friday,19a3b3d30d2c3d5e,19a3b3d30d2c3d5e,https://mail.google.com/mail/u/0/#inbox/19a3b3d30d2c3d5e,receipts@bolt.eu,Bolt ride — Apple Pay
2025-10-31,Apple,22.99,EUR,692043064506,Your invoice from Apple.,19a3b7fcb0da8877,19a3b7fcb0da8877,https://mail.google.com/mail/u/0/#inbox/19a3b7fcb0da8877,no_reply@email.apple.com,Subscription renewal - ChatGPT Plus (Monthly); VAT included
2025-11-01,StackBlitz,25,USD,VP6DY6ZZ-0001,"Your receipt from StackBlitz, Inc. #2093-6396",19a4172be49b44c7,19a4172be49b44c7,https://mail.google.com/mail/u/0/#inbox/19a4172be49b44c7,invoice+statements+acct_1EPydaAHwgQ34jlN@stripe.com,Paid on 2025-11-01; Receipt 2093-6396.
2025-11-01,Etsy,2.5,GBP,3846279269,Etsy Order confirmation for: £2.50 from: swanson964 (3846279269),19a4279cb3150c09,19a4279cb3150c09,https://mail.google.com/mail/u/0/#inbox/19a4279cb3150c09,transaction@etsy.com,Parsed order total £2.50; payment date from email 01 Nov 2025
2025-11-02,Arlo,12.99,EUR,VFAG00000010200300,Your invoice from Arlo,19a43c61cb50bbe7,19a43c61cb50bbe7,https://mail.google.com/mail/u/0/#inbox/19a43c61cb50bbe7,noreply@arlo.com,Total parsed from email body
2025-11-03,CityBee,4.2,EUR,5575633,"CityBee trip on 2025 November 03, 5575633",19a488306f3ad5ad,19a488306f3ad5ad,https://mail.google.com/mail/u/0/#inbox/19a488306f3ad5ad,info@citybee.lv,Parsed total from email (trip receipt).
2025-11-04,,75.88,EUR,,Paldies! Pirkums Nr. L-YAQIF0Z5 ir pieņemts,19a4d88431071813,19a4d88431071813,https://mail.google.com/mail/u/0/#inbox/19a4d88431071813,info@ikea.lv,Parsed from PDF OCR
2025-11-04,Bolt,2.77,EUR,LV1325-1452118,Your Bolt Drive ride with Toyota Yaris Cross on Tuesday,19a4dcecb2574429,19a4dcecb2574429,https://mail.google.com/mail/u/0/#inbox/19a4dcecb2574429,receipts@bolt.eu,Ride receipt - Toyota Yaris Cross
2025-11-04,,75.88,EUR,POS-22-519295,"Paldies, ka iepērcies IKEA! Pasūtījums L-YAQIF0Z5 ir izpildīts",19a531a8f77b30e3,19a531a8f77b30e3,https://mail.google.com/mail/u/0/#inbox/19a531a8f77b30e3,info@ikea.lv,Parsed from PDF OCR
2025-11-01,Apple,6.99,EUR,676044774831,Your invoice from Apple.,19a576dcc85dbba9,19a576dcc85dbba9,https://mail.google.com/mail/u/0/#inbox/19a576dcc85dbba9,no_reply@email.apple.com,Apple Arcade monthly; VAT 21%
2025-11-06,CityBee,3.55,EUR,5583643,"CityBee trip on 2025 November 06, 5583643",19a580e637d9369e,19a580e637d9369e,https://mail.google.com/mail/u/0/#inbox/19a580e637d9369e,info@citybee.lv,Parsed total from email (trip receipt)
2025-11-06,Todoist,36,EUR,,An update on your Pro subscription,19a59af97bb848aa,19a59af97bb848aa,https://mail.google.com/mail/u/0/#inbox/19a59af97bb848aa,todoist.com,Announcement — contains pricing mention (€36.00/year); no invoice
2025-11-06,Bolt,2.89,EUR,LV1325-1467139,Your Bolt Drive ride with Toyota C-HR on Thursday,19a5a30d297128ec,19a5a30d297128ec,https://mail.google.com/mail/u/0/#inbox/19a5a30d297128ec,receipts@bolt.eu,"Total charged 2,89 € found in email"
2025-11-07,Bolt,3.2,EUR,LV1325-1469194,Your Bolt Drive ride with Toyota C-HR on Friday,19a5d2b1d290db94,19a5d2b1d290db94,https://mail.google.com/mail/u/0/#inbox/19a5d2b1d290db94,receipts@bolt.eu,Total charged 3.20 EUR; invoice link contains LV1325-1469194
2025-11-08,Bolt,32.62,EUR,328784-LV1425-28130,Delivery from Bolt Food,19a64971ad7f3497,19a64971ad7f3497,https://mail.google.com/mail/u/0/#inbox/19a64971ad7f3497,latvia-food@bolt.eu,Total charged parsed from email
2025-11-09,Simply Piano,39.49,EUR,,Your Subscription is Confirmed,19a686962d068d1e,19a686962d068d1e,https://mail.google.com/mail/u/0/#inbox/19a686962d068d1e,email.apple.com,Subscription confirmed — €39.49/month (renewal)
2025-11-09,Apple,3.99,EUR,,Your Subscription is Confirmed,19a69b0b3edb4038,19a686962d068d1e,https://mail.google.com/mail/u/0/#inbox/19a686962d068d1e,no_reply@email.apple.com,Subscription confirmation; renewal €3.99/month; Date of Purchase 09 Nov 2025
2025-11-09,OpenAI,6.01,USD,,Your OpenAI API account has been funded,19a6a6157b36a63e,19a6a6157b36a63e,https://mail.google.com/mail/u/0/#inbox/19a6a6157b36a63e,noreply@tm.openai.com,Charge to card ending in 2308; parsed from email
2025-11-10,Carguru,3.74,EUR,10112252381,Your Carguru trip,19a6c84de7248fa5,19a6c84de7248fa5,https://mail.google.com/mail/u/0/#inbox/19a6c84de7248fa5,noreply@carguru.lv,Parsed from PDF OCR
1025-82-98,,10.2,EUR,Nr.,"SIA ""Mārupes komunālie pakalpojumi"" rēķins par 2025.g. oktobri",19a6e0c8fc223e64,19a6e0c8fc223e64,https://mail.google.com/mail/u/0/#inbox/19a6e0c8fc223e64,horizon@lv.visma.com,Parsed from PDF OCR
2025-11-09,Apple,3.99,EUR,818047249705,Your invoice from Apple.,19a6f233836cee10,19a6f233836cee10,https://mail.google.com/mail/u/0/#inbox/19a6f233836cee10,email.apple.com,Subscription renewal receipt
2025-11-11,CityBee,2.99,EUR,5597412,"CityBee trip on 2025 November 11, 5597412",19a6fd56df42f38c,19a6fd56df42f38c,https://mail.google.com/mail/u/0/#inbox/19a6fd56df42f38c,info@citybee.lv,Total parsed from email body; charge_date from email
2025-11-11,Bolt,2.55,EUR,LV1325-1491041,Your Bolt Drive ride with VW Golf (DIESEL) on Tuesday,19a71bf2dbccc0f3,19a71bf2dbccc0f3,https://mail.google.com/mail/u/0/#inbox/19a71bf2dbccc0f3,receipts@bolt.eu,"Total charged 2,55 € via Apple Pay"
2025-11-11,Bolt,5.53,EUR,LV1325-1494449,Your Bolt Drive ride with VW T-Cross on Tuesday,19a73c450dc919f3,19a73c450dc919f3,https://mail.google.com/mail/u/0/#inbox/19a73c450dc919f3,receipts@bolt.eu,Total charged parsed from email; PDF invoice available
2025-11-12,Bolt,2.55,EUR,LV1325-1496965,Your Bolt Drive ride with VW T-Cross on Wednesday,19a76e45b0d94206,19a76e45b0d94206,https://mail.google.com/mail/u/0/#inbox/19a76e45b0d94206,receipts@bolt.eu,"Ride receipt — Total charged 2,55 €"
2025-11-09,Apple,-15.6,EUR,676047098457,Your invoice from Apple.,19a7788083498f20,19a7788083498f20,https://mail.google.com/mail/u/0/#inbox/19a7788083498f20,email.apple.com,Credit Note (prorated refund)
2025-11-09,Apple,39.49,EUR,748047062229,Your invoice from Apple.,19a77bd0e5abcfa8,19a7788083498f20,https://mail.google.com/mail/u/0/#inbox/19a7788083498f20,no_reply@email.apple.com,Subscription renewal — total found in email body; VAT included 21%
2025-11-12,CityBee,3.58,EUR,5602786,"CityBee trip on 2025 November 12, 5602786",19a79194d9fdc9ef,19a79194d9fdc9ef,https://mail.google.com/mail/u/0/#inbox/19a79194d9fdc9ef,info@citybee.lv,Parsed total 3.58 EUR from email (label 'Total'). No OCR needed.
2025-11-13,CityBee,5.37,EUR,5603831,"CityBee trip on 2025 November 13, 5603831",19a7c0a97a04fdd2,19a7c0a97a04fdd2,https://mail.google.com/mail/u/0/#inbox/19a7c0a97a04fdd2,info@citybee.lv,Trip receipt; total parsed from email
2025-11-13,Bolt,6.18,EUR,LV1325-1507047,Your Bolt Drive ride with Toyota Yaris Cross on Thursday,19a7e87e71bca6b5,19a7e87e71bca6b5,https://mail.google.com/mail/u/0/#inbox/19a7e87e71bca6b5,receipts@bolt.eu,Total charged found in email; invoice id LV1325-1507047
2025-11-14,Bolt,6.18,EUR,LV1325-1508718,Your Bolt Drive ride with Toyota Yaris Cross on Friday,19a81323c68b3f40,19a81323c68b3f40,https://mail.google.com/mail/u/0/#inbox/19a81323c68b3f40,receipts@bolt.eu,"Total charged 6,18 €"
2025-11-14,Carguru,5.53,EUR,14112257065,Your Carguru trip,19a8375c01813aab,19a8375c01813aab,https://mail.google.com/mail/u/0/#inbox/19a8375c01813aab,noreply@carguru.lv,Parsed from PDF OCR
2025-11-17,CityBee,2.99,EUR,5615567,"CityBee trip on 2025 November 17, 5615567",19a90c3aebebd186,19a90c3aebebd186,https://mail.google.com/mail/u/0/#inbox/19a90c3aebebd186,info@citybee.lv,Total extracted from email body
